id,name,path,mimeType,modifiedTime,owner,size,driveId,parents
15qCGDgrGCjqehkUvcM0oU-MVb9bAmhnZFw5bboligGo,02-13-2025,/My Drive/Meeting Notes/Jose 1-1/02-13-2025,application/vnd.google-apps.document,2025-02-13T21:02:29.425Z,pcuenco@elhaynes.org,1024,,1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW
1mSExiJu1vfHfVM48RUwvwsJf7KhlbV6dfbuOuI_qQ_c,01-31-2025,/My Drive/Meeting Notes/Jose 1-1/01-31-2025,application/vnd.google-apps.document,2025-01-31T16:30:32.291Z,pcuenco@elhaynes.org,1743,,1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW
1JEO4L1GHVojVAlMnBFavtV6SkPK0ixEEz67-vhVCWZA,01-16-2025,/My Drive/Meeting Notes/Jose 1-1/01-16-2025,application/vnd.google-apps.document,2025-01-31T16:01:52.612Z,pcuenco@elhaynes.org,2342,,1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW
1cdpQdMYkU9tWcGm0wXfg7W5_LY7x5FeStn26pwbvEHk,01-10-2025,/My Drive/Meeting Notes/Jose 1-1/01-10-2025,application/vnd.google-apps.document,2025-01-10T20:04:42.090Z,pcuenco@elhaynes.org,2065,,1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW
12AZPI0VoPVLRWJdesFSGAPlj_-LbHDe9HiUBgle0krk,12-19-2024,/My Drive/Meeting Notes/Jose 1-1/12-19-2024,application/vnd.google-apps.document,2024-12-19T21:25:03.523Z,pcuenco@elhaynes.org,1847,,1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW
1MR6fPe7AOJwS-GqyrAOy9jFgUy1SMWs1lxyR3BsjW_M,12-5-2024,/My Drive/Meeting Notes/Jose 1-1/12-5-2024,application/vnd.google-apps.document,2024-12-05T20:57:03.246Z,pcuenco@elhaynes.org,1024,,1xFdK0pZ4vj2oALLUqNaHmbGJZT62DlOW
1Fh7hp2NG4VY6A-SjS00K6k1OQ8eckZ-Uc2iME2qnyC4,01-28-25,/My Drive/Meeting Notes/Dani 1-1/01-28-25,application/vnd.google-apps.document,2025-01-28T14:19:38.044Z,pcuenco@elhaynes.org,2023,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
1rj5OdHnvMZPdeOtYWibNrbOD3EBFxbJ0kLupy6M6tsQ,01-16-25,/My Drive/Meeting Notes/Dani 1-1/01-16-25,application/vnd.google-apps.document,2025-01-16T14:37:29.923Z,pcuenco@elhaynes.org,2531,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
1ZDtC0e4HAHF9arbxiEIM3NKguEEAhPqf86i6g-hBFCY,12-17-24,/My Drive/Meeting Notes/Dani 1-1/12-17-24,application/vnd.google-apps.document,2024-12-19T21:07:19.143Z,pcuenco@elhaynes.org,2417,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
1nv10wEzqge1Y4y1NQBQWBErR8ZYk3wRwbCp7p0BGeQs,12-10-24,/My Drive/Meeting Notes/Dani 1-1/12-10-24,application/vnd.google-apps.document,2024-12-10T14:06:55.874Z,pcuenco@elhaynes.org,2366,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
1447Hj6m42YhR_eGZ6keL3kTCtjRqsxxM5odynsHBkYA,12-3-24,/My Drive/Meeting Notes/Dani 1-1/12-3-24,application/vnd.google-apps.document,2024-12-03T15:05:01.944Z,pcuenco@elhaynes.org,2307,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
1Czq3I4lN6hCzhWBn0J3_w7yCoWPH7Tx6_kWyp-NAMMc,11-19-2024,/My Drive/Meeting Notes/Dani 1-1/11-19-2024,application/vnd.google-apps.document,2024-11-19T14:37:11.808Z,pcuenco@elhaynes.org,2151,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
1bMWlEJE3JY5yXtjpCntuekDxSpLtOGAWEBqhDX10Dzc,11-12-2024 Meeting,/My Drive/Meeting Notes/Dani 1-1/11-12-2024 Meeting,application/vnd.google-apps.document,2024-11-12T15:19:24.760Z,pcuenco@elhaynes.org,1024,,1MqYffYzjcUhsgig87bE_JXKV8JfrvBAw
17dwvsC7mas9ay0bTO7nd4vDe1vcnCg4yr4JsAARaEz8,[All Staff] Discussion topics,/My Drive/Meeting Notes/All Staff/[All Staff] Discussion topics,application/vnd.google-apps.document,2024-11-12T19:40:13.175Z,pcuenco@elhaynes.org,1024,,15wzGjoccwjA9BBBNiT74jzxI8wDL1rVf
1qWVYF10svLOBpiNnC1GU3rGGogMDeUFwXXP0hb8UPz8,Untitled document,/My Drive/Meeting Notes/DNS/Untitled document,application/vnd.google-apps.document,2025-02-25T18:53:45.009Z,pcuenco@elhaynes.org,1024,,1nlKQPaYCthr70gNHewexQP5QK-1FzVbd
1Ti-_NCvVQKFGSdSVy8PLlvdCfvYlmyW0nB1b4Ma345s,12-10-2024 DNS Tech Discussion,/My Drive/Meeting Notes/DNS/12-10-2024 DNS Tech Discussion,application/vnd.google-apps.document,2024-12-10T19:19:53.284Z,pcuenco@elhaynes.org,2139,,1nlKQPaYCthr70gNHewexQP5QK-1FzVbd
1Bw-cJhnTNUuyP_CZ8vOf0bk0yBtrIyCL3xA9JnZYvEw,11-19-2024 DNS Tech Discussion,/My Drive/Meeting Notes/DNS/11-19-2024 DNS Tech Discussion,application/vnd.google-apps.document,2024-11-19T21:28:03.120Z,pcuenco@elhaynes.org,2095,,1nlKQPaYCthr70gNHewexQP5QK-1FzVbd
1L_g2UvpZ4ghBuOFHDSuqAgAQNihPufV2sumSVB31whk,[IT] 06-27-2025,/My Drive/Meeting Notes/Standup/[IT] 06-27-2025,application/vnd.google-apps.document,2025-06-27T19:18:28.077Z,pcuenco@elhaynes.org,3747,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1-OYViXaUk2JF72E14AFvfz9QL8JwXPebp6srM6oWQ9o,[IT] 06-11-2025,/My Drive/Meeting Notes/Standup/[IT] 06-11-2025,application/vnd.google-apps.document,2025-06-11T15:18:53.811Z,pcuenco@elhaynes.org,3887,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1xgeBouSgHsJrsPiQZUVDsXjgiCheoDrPhi37VBgdi_A,[IT] 06-04-2025,/My Drive/Meeting Notes/Standup/[IT] 06-04-2025,application/vnd.google-apps.document,2025-06-04T19:15:36.356Z,pcuenco@elhaynes.org,4204,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1wmWgGPqG1iNbhLUOeJflQ6q8j3uTRSjsbmmotFTJfeo,[IT] 05-19-2025,/My Drive/Meeting Notes/Standup/[IT] 05-19-2025,application/vnd.google-apps.document,2025-05-19T19:07:19.818Z,pcuenco@elhaynes.org,3983,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1sSHXZVBsoBesDuPX7ySHEVBal3qEQFqJztiPWWBr_sI,[IT] 05-16-2025,/My Drive/Meeting Notes/Standup/[IT] 05-16-2025,application/vnd.google-apps.document,2025-05-16T18:49:11.105Z,pcuenco@elhaynes.org,4014,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
18pR_a1-Cc4BgjK7WF4EUzVc-XzFdwwmMa6F6IZCwI4I,[IT] 05-14-2025,/My Drive/Meeting Notes/Standup/[IT] 05-14-2025,application/vnd.google-apps.document,2025-05-14T19:29:31.016Z,pcuenco@elhaynes.org,3494,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1oW6c0OCW6EJw9TlteIfFtLFU6E5zYnEgJ8_DOQ3T8I0,[IT] 04-28-2025,/My Drive/Meeting Notes/Standup/[IT] 04-28-2025,application/vnd.google-apps.document,2025-05-14T18:41:21.461Z,pcuenco@elhaynes.org,4189,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
148wbazlS_iQvnpjf81vSEyJ-a67jiEU-wMmwn3iM2JE,[IT] 04-30-2025 - No show,/My Drive/Meeting Notes/Standup/[IT] 04-30-2025 - No show,application/vnd.google-apps.document,2025-05-14T18:41:14.650Z,pcuenco@elhaynes.org,4754,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
17K1oNgsVaY2qigowygZOsgeNHBhUHEts8q7vv3bo4To,[IT] 05-02-2025,/My Drive/Meeting Notes/Standup/[IT] 05-02-2025,application/vnd.google-apps.document,2025-05-14T18:41:07.181Z,pcuenco@elhaynes.org,3564,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1rduuMNCtPMKdGlUf-KzRP2W9krvhtKBiMJPRd4X9h-A,[IT] 05-07-2025,/My Drive/Meeting Notes/Standup/[IT] 05-07-2025,application/vnd.google-apps.document,2025-05-14T18:41:00.628Z,pcuenco@elhaynes.org,3668,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1vXp1ofiQxnzwy1veorVjS_bxq5rCJrOhwknW8NNdY00,04-25-2025,/My Drive/Meeting Notes/Standup/04-25-2025,application/vnd.google-apps.document,2025-04-25T19:06:19.900Z,pcuenco@elhaynes.org,4532,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1lsI090qg2LkqcW299lhD4zXUXcuDOgd_ZjIymnCJ--w,04-23-2025,/My Drive/Meeting Notes/Standup/04-23-2025,application/vnd.google-apps.document,2025-04-23T18:56:57.018Z,pcuenco@elhaynes.org,4532,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1h72O4oXGwFBbTOX9Lh3hmO4Oje_wAGqJEC0jWUxiTrI,04-21-2025,/My Drive/Meeting Notes/Standup/04-21-2025,application/vnd.google-apps.document,2025-04-21T19:06:44.325Z,pcuenco@elhaynes.org,4290,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1do22-n5QDyzSiw-lYEOOZa8I-gonr2FF8OfUaGIHa3A,04-14-2025,/My Drive/Meeting Notes/Standup/04-14-2025,application/vnd.google-apps.document,2025-04-14T16:35:43.015Z,pcuenco@elhaynes.org,4520,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1oD8hhhjDuvQARhbDumCAenFa9jKYvJkpwBxN1ylRD0U,04-11-2025,/My Drive/Meeting Notes/Standup/04-11-2025,application/vnd.google-apps.document,2025-04-11T19:13:46.550Z,pcuenco@elhaynes.org,4425,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1i8YLr9GC1_Os5ZPLnL41uY9qxZUWUWp4YOXcmhr1Uc8,04-07-2025,/My Drive/Meeting Notes/Standup/04-07-2025,application/vnd.google-apps.document,2025-04-07T19:20:22.779Z,pcuenco@elhaynes.org,4232,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1OieSvXxR7H4t2Nbw5GFihCGTxmG0UKuKndE0eB5-ODU,04-04-2025,/My Drive/Meeting Notes/Standup/04-04-2025,application/vnd.google-apps.document,2025-04-04T19:43:58.633Z,pcuenco@elhaynes.org,4564,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1Qq8hpziXzwQXWPoXPe_i95jVqpC0NZXXOn1g3FdCNkc,04-02-2025,/My Drive/Meeting Notes/Standup/04-02-2025,application/vnd.google-apps.document,2025-04-02T19:09:03.359Z,pcuenco@elhaynes.org,4308,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1QY1BERHqe1Tu-D-49cEFlUHwNpgxqIPYYgLqCgaCQ4g,03-31-2025,/My Drive/Meeting Notes/Standup/03-31-2025,application/vnd.google-apps.document,2025-03-31T19:12:28.556Z,pcuenco@elhaynes.org,4295,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
12jn9Nb2PH7q4iATKI3a_NtNpXpoKd9aLSF_TxmL1uG0,03-26-2025,/My Drive/Meeting Notes/Standup/03-26-2025,application/vnd.google-apps.document,2025-03-26T19:33:10.392Z,pcuenco@elhaynes.org,4465,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1kHeIoz0kKRpFzV__YAJKod5iocrZMpPb341QwZxLUlQ,03-20-2025,/My Drive/Meeting Notes/Standup/03-20-2025,application/vnd.google-apps.document,2025-03-24T18:10:13.919Z,pcuenco@elhaynes.org,3933,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
19z4--RXohnrLGO-emzFCVij9HX6UU7mgAVTGvwvgiaw,03-14-2025,/My Drive/Meeting Notes/Standup/03-14-2025,application/vnd.google-apps.document,2025-03-14T18:57:16.432Z,pcuenco@elhaynes.org,3892,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1HugWNB2TzfMwvpcmeKCtLAVisvIGVhwiTjj0YgaTK04,03-12-2025,/My Drive/Meeting Notes/Standup/03-12-2025,application/vnd.google-apps.document,2025-03-12T19:22:35.148Z,pcuenco@elhaynes.org,36828,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
16UxGOAG79j2fxajQvXXiKBTkT2eNNA_CZWIBvypSI6k,03-10-2025,/My Drive/Meeting Notes/Standup/03-10-2025,application/vnd.google-apps.document,2025-03-11T17:37:29.946Z,pcuenco@elhaynes.org,3288,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1DUaetM8KhieMuxXwXqOsONx1eBrhnsq6wsI3usagouY,03-03-2025,/My Drive/Meeting Notes/Standup/03-03-2025,application/vnd.google-apps.document,2025-03-04T15:06:28.814Z,pcuenco@elhaynes.org,3132,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1oYOHuM3oXJ4V-Eui8V9m3Yxytd26Vrww1gcMM9Sv3o4,02-28-2025,/My Drive/Meeting Notes/Standup/02-28-2025,application/vnd.google-apps.document,2025-02-28T20:05:15.359Z,pcuenco@elhaynes.org,2963,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1fKEP4j-lYivYdrOXNEqM0X-N81HljE-qHxhDGbh6uMk,02-24-2025,/My Drive/Meeting Notes/Standup/02-24-2025,application/vnd.google-apps.document,2025-02-24T20:22:28.165Z,pcuenco@elhaynes.org,2708,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1GTbDe0Mkap2RfE2ZkcAVMa4EjAjmv2FLmi45PPYM4JE,02-19-2025,/My Drive/Meeting Notes/Standup/02-19-2025,application/vnd.google-apps.document,2025-02-19T20:58:55.001Z,pcuenco@elhaynes.org,3161,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1g9-aVeJtQwsuXk05P04chH4s3OfYC6r_9c73U_xsGL4,02-12-2025,/My Drive/Meeting Notes/Standup/02-12-2025,application/vnd.google-apps.document,2025-02-12T16:59:48.054Z,pcuenco@elhaynes.org,2859,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1yNLfpD_aeFbhmguON0v0AR6bjzf04aDpJRSVT2GFYBw,02-10-2025,/My Drive/Meeting Notes/Standup/02-10-2025,application/vnd.google-apps.document,2025-02-11T14:37:21.907Z,pcuenco@elhaynes.org,2896,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1kHnn7106kdZejZiwOeNpIeH24qkKFs7WGXFVzxoOgY0,02-03-2025,/My Drive/Meeting Notes/Standup/02-03-2025,application/vnd.google-apps.document,2025-02-03T20:58:22.206Z,pcuenco@elhaynes.org,2768,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1SDzK7DgztgOmh8U4zb6Nkyyr2jZ4ivveDDftgcnEWyo,01-31-2025,/My Drive/Meeting Notes/Standup/01-31-2025,application/vnd.google-apps.document,2025-01-31T20:17:27.821Z,pcuenco@elhaynes.org,2502,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1rGw5wag0gWtg1yqZ5vFj_hwB00uR30YrlIYWgBygk3g,01-24-2025,/My Drive/Meeting Notes/Standup/01-24-2025,application/vnd.google-apps.document,2025-01-24T20:27:20.966Z,pcuenco@elhaynes.org,2801,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1gwqiOidT_KphHhio5i7SVJW9Y8kpfuWv6G_68BctN7Y,01-15-2025,/My Drive/Meeting Notes/Standup/01-15-2025,application/vnd.google-apps.document,2025-01-15T20:09:43.879Z,pcuenco@elhaynes.org,2757,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1F5zQdqUTval4czCntiQzucRbjXBcvxk_iZuHPk0oZS4,01-13-2025,/My Drive/Meeting Notes/Standup/01-13-2025,application/vnd.google-apps.document,2025-01-13T20:05:24.785Z,pcuenco@elhaynes.org,3098,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1C7a4QCnfOkhu1bFoHdgrGOg8BlHHuFNQGI0-jCBVyhk,01-08-2025,/My Drive/Meeting Notes/Standup/01-08-2025,application/vnd.google-apps.document,2025-01-08T20:27:53.716Z,pcuenco@elhaynes.org,3091,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1gCY6a7tlbYJNg1As0ppObREyO9l9son0_Hc_FoqlVe4,01-03-2025,/My Drive/Meeting Notes/Standup/01-03-2025,application/vnd.google-apps.document,2025-01-03T20:12:04.727Z,pcuenco@elhaynes.org,2225,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1zD_OjDkHKFiyI6LkeEcH2mRqLBQVUyTMXjbvgVlIfZg,12-20,/My Drive/Meeting Notes/Standup/12-20,application/vnd.google-apps.document,2024-12-20T20:09:12.997Z,pcuenco@elhaynes.org,3588,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1xaS-qV4riYzSFf3cleUt2mDUDjbyNyitFf-Fz0m1vR0,12-9,/My Drive/Meeting Notes/Standup/12-9,application/vnd.google-apps.document,2024-12-13T20:11:59.174Z,pcuenco@elhaynes.org,3240,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1SSidPl_fF3jfj30LN_xPyQ1n1FIqRFJbLu18Uvy5v9M,Stand up Notes,/My Drive/Meeting Notes/Standup/Stand up Notes,application/vnd.google-apps.document,2024-11-18T20:03:32.434Z,pcuenco@elhaynes.org,2691,,1RZ6OPXKNMeUSsAVENgawgvpqRFi0BOIi
1e4b7NgLEq6xajv0jOkriD-IsG7lcnI-qJOCJM57vkbs,tickets 12-1,/My Drive/Reports/tickets 12-1,application/vnd.google-apps.spreadsheet,2024-12-12T14:15:19.761Z,pcuenco@elhaynes.org,4608,,1UWiFBnt3fYQONCssVzTFCt4GIBHy50Nm
1_dt7ko5oCx5QdA9skmCQRYuG45QnDiEf16C8I_-gMro,tickets 12-2,/My Drive/Reports/tickets 12-2,application/vnd.google-apps.spreadsheet,2024-12-11T14:55:49.490Z,pcuenco@elhaynes.org,2660,,1UWiFBnt3fYQONCssVzTFCt4GIBHy50Nm
1gjm7C3dmWkQYVoOfln1mlkAR_ojR6N4ECycqhJrQmls,MS Assessment Collection - Jan 10 2025,/My Drive/Assessments/MS Assessment Collection - Jan 10 2025,application/vnd.google-apps.spreadsheet,2025-01-10T16:06:59.058Z,pcuenco@elhaynes.org,12137,,1RMoePQwwX_XxF8wq6emgS28kPqDMhOU0
1ZLGeF2xvJBGMyuSIxZ0_8XqAUgf7u14_,MS Assessment Collection - Mar 28 2024.xlsx,/My Drive/Assessments/MS Assessment Collection - Mar 28 2024.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-01-09T18:25:27.047Z,pcuenco@elhaynes.org,36956,,1RMoePQwwX_XxF8wq6emgS28kPqDMhOU0
1fHBv1B7a98HuBAaEql06JQP8lnMTncNY,MS Assessment - Jan 2025 .xlsx,/My Drive/Assessments/MS Assessment - Jan 2025 .xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-01-09T18:01:37.609Z,pcuenco@elhaynes.org,41666,,1RMoePQwwX_XxF8wq6emgS28kPqDMhOU0
1jNhN7NUTgMKjNtavMKpywrA4fuZzv52H,Copy of MS Assessment Collection - Mar 28 2024.xlsx,/My Drive/Assessments/Copy of MS Assessment Collection - Mar 28 2024.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-01-09T17:57:06.712Z,pcuenco@elhaynes.org,36940,,1RMoePQwwX_XxF8wq6emgS28kPqDMhOU0
19qOc1Q8YqO0uzobUzPKxhwAlxCsXSCBz1t5OloALyF8,User_Download_30092025_152638,/My Drive/Google Admin Downloads/User_Download_30092025_152638,application/vnd.google-apps.spreadsheet,2025-09-30T19:33:25.038Z,pcuenco@elhaynes.org,12514,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1jo5vJlPoQhGC6HUUyUNCZ-o_vc6A_TkgMy4qx6s5Qlw,User_Download_15082025_142741,/My Drive/Google Admin Downloads/User_Download_15082025_142741,application/vnd.google-apps.spreadsheet,2025-08-15T18:28:00.262Z,pcuenco@elhaynes.org,1181,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1BciI7G9vTw5bRrgHGn2XZtNu2W65njXnhWKrCUT2eV0,User_Download_15082025_123235,/My Drive/Google Admin Downloads/User_Download_15082025_123235,application/vnd.google-apps.spreadsheet,2025-08-15T16:36:23.493Z,pcuenco@elhaynes.org,109385,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
11v1Iq0pwwFC8DCazdBYz7QH5vs2xvFHl24TXb21fBw0,User_Download_15082025_101452,/My Drive/Google Admin Downloads/User_Download_15082025_101452,application/vnd.google-apps.spreadsheet,2025-08-15T14:58:04.403Z,pcuenco@elhaynes.org,109386,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1oVIULFC_shFep1_IeGZ43wrHH7dEA9ZP_YY4NX3VhMw,User_Download_15082025_102402,/My Drive/Google Admin Downloads/User_Download_15082025_102402,application/vnd.google-apps.spreadsheet,2025-08-15T14:24:59.716Z,pcuenco@elhaynes.org,3614,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1OB9HvAYdxHFRg55VW50XFeWdR1z9LJSzMbHBN0Sa-Gs,User_Download_15082025_102420,/My Drive/Google Admin Downloads/User_Download_15082025_102420,application/vnd.google-apps.spreadsheet,2025-08-15T14:24:26.891Z,pcuenco@elhaynes.org,5639,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1ieDXrqCnzw7qsczLd876NJlqBcr-v62AEepapjPZGh0,User_Download_15082025_102412,/My Drive/Google Admin Downloads/User_Download_15082025_102412,application/vnd.google-apps.spreadsheet,2025-08-15T14:24:17.930Z,pcuenco@elhaynes.org,2399,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
14qCysHZKMoYFRs5LCV6j_T75El0ptX8A6besAznN4QU,User_Download_15082025_101403,/My Drive/Google Admin Downloads/User_Download_15082025_101403,application/vnd.google-apps.spreadsheet,2025-08-15T14:14:36.739Z,pcuenco@elhaynes.org,109390,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1FLxzEoGWJeB3h32klS_TIEmPvJL_wXatvO4dgx303ng,User_Download_15082025_100829,/My Drive/Google Admin Downloads/User_Download_15082025_100829,application/vnd.google-apps.spreadsheet,2025-08-15T14:09:32.609Z,pcuenco@elhaynes.org,9715,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1Hox_dscsVLvCDuFbYRzK_WaqrorbMYXv6_KGKtjdqUk,Members_02p2csry39ylmyc_04082025_215157.csv,/My Drive/Google Admin Downloads/Members_02p2csry39ylmyc_04082025_215157.csv,application/vnd.google-apps.spreadsheet,2025-08-05T01:52:31.967Z,pcuenco@elhaynes.org,5723,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1g1gzUyX0dV6qioxKV3qWi_r92np5w7RP6KfZ4PV6ED8,Staff Disabled,/My Drive/Google Admin Downloads/Staff Disabled,application/vnd.google-apps.spreadsheet,2024-12-20T18:39:16.321Z,pcuenco@elhaynes.org,5194,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1Ye7R1ECnBUMY0-fRMcFpkTl4pCDdPHqGR9b7FJHE6Ak,Student Disabled OU,/My Drive/Google Admin Downloads/Student Disabled OU,application/vnd.google-apps.spreadsheet,2024-12-20T18:37:06.843Z,pcuenco@elhaynes.org,61914,,0B3ZG-qV0huDxfkhWRlJ4SXFmNG9pVGdYTTFTWFVPSDJpLTZ5ZG9EY2dvNnlWZXVjSHBhR2s
1At_E2-1AOZ3eMidiBJh8EbaOjdqYbBiNEAure_-n0o4,Accounts to delete - Group 1,/My Drive/User Deletions/Accounts to delete - Group 1,application/vnd.google-apps.spreadsheet,2025-01-03T16:49:23.060Z,pcuenco@elhaynes.org,2993,,1-LfY7U5Ut1U8o7zthZCU40e-8WCDKbxr
1k6AYLLOqjnM-KBA3mEMS_0Pjrn-0HKQT9Hp-mbwWnfA,Alexandria - Peter,/My Drive/Scripts/Alexandria - Peter,application/vnd.google-apps.document,2025-09-18T18:16:23.440Z,pcuenco@elhaynes.org,1024,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
18wK3uJYGvC8B7kzwQxBJQytZtIGDZ23M,output0205.csv,/My Drive/Scripts/output0205.csv,text/csv,2025-02-05T16:49:21.765Z,pcuenco@elhaynes.org,8470,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
1A_Hc30vIMh65HyEfEoancNv4WbykLv3T,gamusers-new.ps1,/My Drive/Scripts/gamusers-new.ps1,application/octet-stream,2025-02-05T16:46:37.698Z,pcuenco@elhaynes.org,999,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
14rpsWpzp02GheK0AWbD8_p0b57iKLFkP,gamusers.ps1,/My Drive/Scripts/gamusers.ps1,application/octet-stream,2025-02-05T16:46:18.201Z,pcuenco@elhaynes.org,944,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
1X5_IwlRgmADxOKU-looXLVdIP-qFKzkB,users0205.csv,/My Drive/Scripts/users0205.csv,text/csv,2025-02-05T16:45:13.750Z,pcuenco@elhaynes.org,4066,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
1aQWr-6sO6TVPkUkDPPjVqmV-lIbVGC59,users0205.xlsx,/My Drive/Scripts/users0205.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2025-02-05T16:43:57.074Z,pcuenco@elhaynes.org,11149,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
1on6JHx4aqYXCgGHw5kA_LcjhJUjojgFe,output.csv,/My Drive/Scripts/output.csv,text/csv,2025-02-05T16:27:28.697Z,pcuenco@elhaynes.org,7490,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
1oayI0bhmQw03WJidbpToyCeXUYNVA4Qd,speed1.py,/My Drive/Scripts/speed1.py,text/x-python,2025-01-31T19:35:01.896Z,pcuenco@elhaynes.org,2197,,17-dy7FUff03rCjGv5aaX2INzj85dI0Kn
